sample_id	plasmid	strand	call_type	filepath	read_count	Sample_ID	Experiment	Experiment_name	Flow cell	Plasmid	Plasmid Loc	Total plasmids in sample	Linear	Nick	Txn	RnaseH	Co-SSB	Post-SSB	Co-RPA	Linearization post txn	Deprotienize post Co-RPA
91	T7INIT_VR16	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR16_Strand_Pos_call_high.bed.tsv	61	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR16	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR16_Strand_Pos_call_low.bed.tsv	61	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR17	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR17_Strand_Neg_call_high.bed.tsv	80	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR17	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR17_Strand_Neg_call_low.bed.tsv	80	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR17	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR17_Strand_Pos_call_high.bed.tsv	18	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR17	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR17_Strand_Pos_call_low.bed.tsv	18	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR18	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR18_Strand_Neg_call_high.bed.tsv	248	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR18	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR18_Strand_Neg_call_low.bed.tsv	248	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR18	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR18_Strand_Pos_call_high.bed.tsv	118	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR18	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR18_Strand_Pos_call_low.bed.tsv	118	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR19	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR19_Strand_Neg_call_high.bed.tsv	86	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR19	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR19_Strand_Neg_call_low.bed.tsv	86	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR19	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR19_Strand_Pos_call_high.bed.tsv	70	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR19	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR19_Strand_Pos_call_low.bed.tsv	70	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR20	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	308	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR20	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	308	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR20	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	187	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR20	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	187	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR21	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR21_Strand_Neg_call_high.bed.tsv	87	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR21	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR21_Strand_Neg_call_low.bed.tsv	87	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR21	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR21_Strand_Pos_call_high.bed.tsv	17	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR21	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR21_Strand_Pos_call_low.bed.tsv	17	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR22	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR22_Strand_Neg_call_high.bed.tsv	201	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR22	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR22_Strand_Neg_call_low.bed.tsv	201	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR22	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR22_Strand_Pos_call_high.bed.tsv	122	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR22	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR22_Strand_Pos_call_low.bed.tsv	122	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR23	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR23_Strand_Neg_call_high.bed.tsv	223	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR23	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR23_Strand_Neg_call_low.bed.tsv	223	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR23	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR23_Strand_Pos_call_high.bed.tsv	138	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR23	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR23_Strand_Pos_call_low.bed.tsv	138	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR24	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR24_Strand_Neg_call_high.bed.tsv	683	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR24	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR24_Strand_Neg_call_low.bed.tsv	683	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR24	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR24_Strand_Pos_call_high.bed.tsv	332	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR24	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR24_Strand_Pos_call_low.bed.tsv	332	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR25	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR25_Strand_Neg_call_high.bed.tsv	1837	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR25	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR25_Strand_Neg_call_low.bed.tsv	1837	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR25	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR25_Strand_Pos_call_high.bed.tsv	421	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR25	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR25_Strand_Pos_call_low.bed.tsv	421	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR26	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR26_Strand_Neg_call_high.bed.tsv	107	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR26	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR26_Strand_Neg_call_low.bed.tsv	107	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR26	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR26_Strand_Pos_call_high.bed.tsv	51	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR26	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR26_Strand_Pos_call_low.bed.tsv	51	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR27	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR27_Strand_Neg_call_high.bed.tsv	464	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR27	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR27_Strand_Neg_call_low.bed.tsv	464	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR27	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR27_Strand_Pos_call_high.bed.tsv	225	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR27	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR27_Strand_Pos_call_low.bed.tsv	225	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR28	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR28_Strand_Neg_call_high.bed.tsv	294	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR28	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR28_Strand_Neg_call_low.bed.tsv	294	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR28	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR28_Strand_Pos_call_high.bed.tsv	167	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR28	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR28_Strand_Pos_call_low.bed.tsv	167	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR29	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR29_Strand_Neg_call_high.bed.tsv	148	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR29	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR29_Strand_Neg_call_low.bed.tsv	148	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR29	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR29_Strand_Pos_call_high.bed.tsv	97	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR29	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR29_Strand_Pos_call_low.bed.tsv	97	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR30	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR30_Strand_Neg_call_high.bed.tsv	97	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR30	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR30_Strand_Neg_call_low.bed.tsv	97	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR30	Pos	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR30_Strand_Pos_call_high.bed.tsv	26	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR30	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR30_Strand_Pos_call_low.bed.tsv	26	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR31	Neg	high	mergedBed/PBEH2-91_Plasmid_T7INIT_VR31_Strand_Neg_call_high.bed.tsv	345	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR31	Neg	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR31_Strand_Neg_call_low.bed.tsv	345	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
91	T7INIT_VR31	Pos	low	mergedBed/PBEH2-91_Plasmid_T7INIT_VR31_Strand_Pos_call_low.bed.tsv	8	PBEH2-91	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	-	-	-	-	-	-
92	T7INIT_VR01	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR01_Strand_Neg_call_low.bed.tsv	69	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR01	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR01_Strand_Pos_call_high.bed.tsv	45	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR01	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR01_Strand_Pos_call_low.bed.tsv	45	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR02	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR02_Strand_Neg_call_low.bed.tsv	75	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR02	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR02_Strand_Pos_call_high.bed.tsv	57	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR02	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR02_Strand_Pos_call_low.bed.tsv	57	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR03	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR03_Strand_Neg_call_low.bed.tsv	31	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR03	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR03_Strand_Pos_call_high.bed.tsv	34	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR03	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR03_Strand_Pos_call_low.bed.tsv	34	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR04	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR04_Strand_Neg_call_high.bed.tsv	503	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR04	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR04_Strand_Neg_call_low.bed.tsv	503	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR04	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR04_Strand_Pos_call_high.bed.tsv	306	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR04	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR04_Strand_Pos_call_low.bed.tsv	306	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR05	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR05_Strand_Neg_call_high.bed.tsv	40	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR05	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR05_Strand_Neg_call_low.bed.tsv	40	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR05	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR05_Strand_Pos_call_low.bed.tsv	29	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR06	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR06_Strand_Neg_call_low.bed.tsv	45	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR06	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR06_Strand_Pos_call_high.bed.tsv	24	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR06	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR06_Strand_Pos_call_low.bed.tsv	24	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR07	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR07_Strand_Neg_call_high.bed.tsv	104	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR07	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR07_Strand_Neg_call_low.bed.tsv	104	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR07	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR07_Strand_Pos_call_high.bed.tsv	66	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR07	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR07_Strand_Pos_call_low.bed.tsv	66	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR08	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR08_Strand_Neg_call_low.bed.tsv	14	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR08	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR08_Strand_Pos_call_high.bed.tsv	17	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR08	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR08_Strand_Pos_call_low.bed.tsv	17	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR09	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR09_Strand_Neg_call_low.bed.tsv	48	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR09	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR09_Strand_Pos_call_high.bed.tsv	36	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR09	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR09_Strand_Pos_call_low.bed.tsv	36	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR10	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	116	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR10	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	116	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR10	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	79	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR10	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	79	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR11	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR11_Strand_Neg_call_low.bed.tsv	46	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR11	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR11_Strand_Pos_call_high.bed.tsv	19	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR11	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR11_Strand_Pos_call_low.bed.tsv	19	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR12	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR12_Strand_Neg_call_high.bed.tsv	43	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR12	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR12_Strand_Neg_call_low.bed.tsv	43	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR12	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR12_Strand_Pos_call_high.bed.tsv	30	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR12	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR12_Strand_Pos_call_low.bed.tsv	30	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR13	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR13_Strand_Neg_call_high.bed.tsv	50	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR13	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR13_Strand_Neg_call_low.bed.tsv	50	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR13	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR13_Strand_Pos_call_high.bed.tsv	35	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR13	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR13_Strand_Pos_call_low.bed.tsv	35	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR14	Neg	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR14_Strand_Neg_call_high.bed.tsv	84	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR14	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR14_Strand_Neg_call_low.bed.tsv	84	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR14	Pos	high	mergedBed/PBEH2-92_Plasmid_T7INIT_VR14_Strand_Pos_call_high.bed.tsv	48	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR14	Pos	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR14_Strand_Pos_call_low.bed.tsv	48	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
92	T7INIT_VR15	Neg	low	mergedBed/PBEH2-92_Plasmid_T7INIT_VR15_Strand_Neg_call_low.bed.tsv	53	PBEH2-92	11	VR mix controls experiment	A	VR Mix	T7_initiation_series	31	-	-	-	+	-	-	-	-	-
