sample_id	plasmid	description	strand	window	convert_type	filepath	call_type	bed_id
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	2566
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	5010
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	6038
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	2233
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	2975
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	3722
92	T7INIT_VR09	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR09_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	4915
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	2221
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	2963
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	3711
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	4905
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	2578
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	5021
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	5834
92	T7INIT_VR10	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	6051
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	2661
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	3161
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	3592
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	5114
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	2135
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	4814
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	5365
92	T7INIT_VR11	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR11_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	6556
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	1839
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	2825
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	3849
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	4474
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	1696
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	4119
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	5641
92	T7INIT_VR12	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR12_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	6227
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	1630
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	3357
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	3412
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	4046
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	5504
92	T7INIT_VR13	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR13_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	6413
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	1945
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	2172
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3019
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	5395
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	3051
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	4225
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	4990
92	T7INIT_VR14	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR14_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	5861
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	1521
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	2686
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3130
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	5947
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Pos	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GC.PEAK.genome.bed	low	2921
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	4426
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	4865
92	T7INIT_VR15	SUPERCOIL_NT_RH1	Pos	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR15_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_GH.PEAK.genome.bed	low	5314
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	1783
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	2348
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3891
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	6302
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	4093
92	T7INIT_VR16	SUPERCOIL_NT_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR16_DESCSUPERCOIL_NT_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	5141
92	T7INIT_VR17	SUPERCOIL_NT_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR17_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	2549
92	T7INIT_VR17	SUPERCOIL_NT_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC92_PLASMIDT7INIT_VR17_DESCSUPERCOIL_NT_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3387
